Company_Name,Job_Opening,Industry,Salary,Job_Url,Excel/VBA,SQL,Python,Google Analytics,R,C語言,Tableau,SAS,Java,SPSS,Linux,Power BI​,HTML,CSS,Google Tag Manager
岩島成股份有限公司,都城烘焙廠廠長[中央工廠],其他餐飲業,待遇面議,http://www.104.com.tw/job/6yr5u?jobsource=jolist_a_relevance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
崇越科技股份有限公司,數據分析工程師,其他半導體相關業,待遇面議,http://www.104.com.tw/job/72pdj?jobsource=jolist_b_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
崇越科技股份有限公司,數據分析工程師(熟悉Python),其他半導體相關業,待遇面議,http://www.104.com.tw/job/73gmv?jobsource=jolist_b_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
干城數碼有限公司,數據分析師_(內湖區) B,電腦軟體服務業,待遇面議,http://www.104.com.tw/job/6zv49?jobsource=jolist_a_relevance,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
形禮有宜培訓顧問有限公司,廣告投放-廣告分析師-網路數位行銷專員,工商顧問服務業,"月薪28,000~45,000元",http://www.104.com.tw/job/72uz0?jobsource=jolist_a_relevance,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
彥庭國際有限公司,KnightsBridge服飾業務經理,綜合商品批發代理業,待遇面議,http://www.104.com.tw/job/6ag47?jobsource=jolist_a_relevance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
影響力數據顧問股份有限公司,企業輿情大數據分析師,廣告行銷公關業,"月薪30,000~45,000元",http://www.104.com.tw/job/6yaz0?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
微風廣場實業股份有限公司,微風數位時代-專案管理師,百貨相關業,待遇面議,http://www.104.com.tw/job/5hs1t?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
德商foodpanda_富胖達股份有限公司,Account Management Executive 客戶管理專員- G1,電腦系統整合服務業,待遇面議,http://www.104.com.tw/job/6yr6g?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
德昂資訊股份有限公司,兼職人力資源或者財務運營數據分析顧問,電腦軟體服務業,"日薪2,000~4,000元",http://www.104.com.tw/job/72nff?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
